"Reference","Year","Month","Season","bay_segment","Longitude","Latitude","ScoreNumTaxa","ScoreShannon","ScoreTaxaSelect","ScoreTaxaBenthic","ScoreNumGuilds","TBNI_Score"
"TBM2013060804",2013,6,"Summer","OTB",-82.621766,27.99175,1,5,2,1,7,32
"TBM2013060806",2013,6,"Summer","OTB",-82.683316,27.917483,2,6,0,1,3,24
"TBM2013061101",2013,6,"Summer","MTB",-82.4812,27.742016,5,2,5,4,7,46
"TBM2013061102",2013,6,"Summer","MTB",-82.48725,27.754566,4,3,2,5,3,34
"TBM2013061103",2013,6,"Summer","HB",-82.436533,27.839966,3,4,0,3,3,26
"TBM2013061104",2013,6,"Summer","HB",-82.474433,27.92905,1,3,0,0,0,8
"TBM2013061106",2013,6,"Summer","HB",-82.39515,27.8284,10,6,8,10,10,88
"TBM2013061110",2013,6,"Summer","MTB",-82.4788,27.7224,7,7,5,6,10,70
"TBM2013061202",2013,6,"Summer","MTB",-82.522066,27.690233,6,6,5,6,7,60
"TBM2013061203",2013,6,"Summer","MTB",-82.52675,27.692083,1,4,2,1,3,22
"TBM2013061205",2013,6,"Summer","MTB",-82.543566,27.662166,4,6,8,5,7,60
"TBM2013061305",2013,6,"Summer","LTB",-82.650383,27.537566,1,4,0,1,3,18
"TBM2013070102",2013,7,"Summer","LTB",-82.71045,27.503016,6,6,3,7,7,58
"TBM2013070104",2013,7,"Summer","LTB",-82.671166,27.520316,9,10,3,9,10,82
"TBM2013070301",2013,7,"Summer","MTB",-82.621166,27.840933,1,2,0,1,0,8
"TBM2013070302",2013,7,"Summer","MTB",-82.6067,27.826283,4,9,8,3,10,68
"TBM2013070303",2013,7,"Summer","MTB",-82.485066,27.8218,1,3,2,1,7,28
"TBM2013070306",2013,7,"Summer","MTB",-82.581383,27.82945,0,0,0,0,0,0
"TBM2013070307",2013,7,"Summer","MTB",-82.602766,27.79225,2,2,0,1,7,24
"TBM2013070601",2013,7,"Summer","HB",-82.406066,27.878533,8,8,5,10,10,82
"TBM2013070603",2013,7,"Summer","MTB",-82.45,27.756183,6,8,2,6,7,58
"TBM2013070703",2013,7,"Summer","OTB",-82.56215,27.833016,0,0,0,0,0,0
"TBM2013070705",2013,7,"Summer","OTB",-82.531416,27.876716,3,8,0,4,3,36
"TBM2013070802",2013,7,"Summer","HB",-82.398116,27.816633,2,5,0,2,3,24
"TBM2013070803",2013,7,"Summer","MTB",-82.424483,27.786916,4,3,5,4,7,46
"TBM2013070804",2013,7,"Summer","MTB",-82.470216,27.7484,10,8,8,9,10,90
"TBM2013070805",2013,7,"Summer","MTB",-82.462116,27.711933,6,7,5,6,7,62
"TBM2013070808",2013,7,"Summer","HB",-82.446183,27.938966,5,10,0,5,7,54
"TBM2013070809",2013,7,"Summer","HB",-82.4166,27.927516,5,7,5,5,3,50
"TBM2013071003",2013,7,"Summer","MTB",-82.533333,27.683833,1,3,0,0,3,14
"TBM2013071204",2013,7,"Summer","OTB",-82.648633,27.902166,7,4,2,5,10,56
"TBM2013071301",2013,7,"Summer","OTB",-82.599383,27.9753,8,10,8,8,7,82
"TBM2013071304",2013,7,"Summer","OTB",-82.705566,27.958183,10,2,8,10,10,80
"TBM2013071306",2013,7,"Summer","OTB",-82.66405,28.008466,10,9,10,10,10,98
"TBM2013071307",2013,7,"Summer","OTB",-82.676416,28.0024,5,7,2,4,10,56
"TBM2013071308",2013,7,"Summer","OTB",-82.680616,27.998516,6,7,2,4,10,58
"TBM2013071309",2013,7,"Summer","OTB",-82.68785,27.961933,8,10,5,8,7,76
"TBM2013071403",2013,7,"Summer","LTB",-82.725366,27.526866,3,5,3,4,3,36
"TBM2013080101",2013,8,"Summer","MTB",-82.505766,27.680416,10,7,8,10,10,90
"TBM2013080105",2013,8,"Summer","MTB",-82.5045,27.7119,9,7,10,9,10,90
"TBM2013080109",2013,8,"Summer","MTB",-82.534066,27.687333,2,4,2,3,3,28
"TBM2013080203",2013,8,"Summer","OTB",-82.716216,27.934683,6,9,5,7,7,68
"TBM2013080206",2013,8,"Summer","OTB",-82.7124,27.9566,5,7,5,5,7,58
"TBM2013080302",2013,8,"Summer","MTB",-82.62115,27.8396,1,5,0,1,3,20
"TBM2013080303",2013,8,"Summer","MTB",-82.59825,27.798216,4,6,2,3,10,50
"TBM2013080305",2013,8,"Summer","OTB",-82.5408,27.8359,1,3,0,1,0,10
"TBM2013080307",2013,8,"Summer","OTB",-82.53895,27.871366,3,6,0,2,10,42
"TBM2013080308",2013,8,"Summer","OTB",-82.539216,27.880816,4,3,2,4,3,32
"TBM2013080502",2013,8,"Summer","LTB",-82.709683,27.51265,5,7,0,5,7,48
"TBM2013080505",2013,8,"Summer","LTB",-82.65265,27.534933,3,7,0,3,7,40
"TBM2013080507",2013,8,"Summer","LTB",-82.624466,27.589666,7,3,7,2,7,52
"TBM2013080603",2013,8,"Summer","HB",-82.38735,27.83765,2,6,5,3,3,38
"TBM2013080604",2013,8,"Summer","HB",-82.396116,27.836366,6,3,2,6,10,54
"TBM2013080607",2013,8,"Summer","HB",-82.417316,27.950683,3,6,2,4,3,36
"TBM2013080702",2013,8,"Summer","LTB",-82.67935,27.644733,4,4,7,5,10,60
"TBM2013080806",2013,8,"Summer","MTB",-82.496916,27.825083,6,6,5,5,10,64
"TBM2013080807",2013,8,"Summer","HB",-82.44115,27.836216,4,9,2,4,10,58
"TBM2013080808",2013,8,"Summer","HB",-82.388233,27.822833,5,9,2,5,7,56
"TBM2013080809",2013,8,"Summer","HB",-82.409916,27.81285,0,0,0,0,0,0
"TBM2013080810",2013,8,"Summer","MTB",-82.43655,27.767,2,2,2,3,7,32
"TBM2013081201",2013,8,"Summer","OTB",-82.536383,27.938316,8,6,2,7,10,66
"TBM2013081202",2013,8,"Summer","OTB",-82.545083,27.94015,2,7,2,2,7,40
"TBM2013081204",2013,8,"Summer","OTB",-82.616783,27.882683,5,3,5,6,7,52
"TBM2013081205",2013,8,"Summer","OTB",-82.625233,27.899966,2,2,2,2,3,22
"TBM2013081208",2013,8,"Summer","OTB",-82.670216,28.031016,10,6,8,9,10,86
"TBM2013081209",2013,8,"Summer","OTB",-82.603766,27.982366,10,6,10,10,7,86
"TBM2013090103",2013,9,"Summer","LTB",-82.61775,27.5858,10,6,10,8,10,88
"TBM2013090104",2013,9,"Summer","LTB",-82.567566,27.613383,6,7,3,7,10,66
"TBM2013090105",2013,9,"Summer","MTB",-82.53955,27.677633,4,8,8,5,7,64
"TBM2013090303",2013,9,"Summer","LTB",-82.727466,27.5311,6,3,7,3,10,58
"TBM2013090402",2013,9,"Summer","MTB",-82.417266,27.796433,0,0,0,0,0,0
"TBM2013090403",2013,9,"Summer","MTB",-82.4057,27.791733,0,0,2,0,0,4
"TBM2013090406",2013,9,"Summer","MTB",-82.50115,27.7194,5,7,8,4,7,62
"TBM2013090408",2013,9,"Summer","MTB",-82.473116,27.7305,5,7,5,4,10,62
"TBM2013090602",2013,9,"Summer","OTB",-82.532783,27.878783,1,5,0,1,3,20
"TBM2013090603",2013,9,"Summer","MTB",-82.581433,27.828183,3,2,2,3,10,40
"TBM2013090605",2013,9,"Summer","MTB",-82.6074,27.792483,1,0,0,1,0,4
"TBM2013090607",2013,9,"Summer","MTB",-82.625133,27.7413,3,5,2,2,10,44
"TBM2013090706",2013,9,"Summer","LTB",-82.6268,27.5893,1,5,0,1,3,20
"TBM2013090707",2013,9,"Summer","LTB",-82.634333,27.551116,0,0,0,0,0,0
"TBM2013090903",2013,9,"Summer","OTB",-82.5326,27.93735,0,0,0,0,0,0
"TBM2013090905",2013,9,"Summer","OTB",-82.631766,27.998766,4,6,5,5,7,54
"TBM2013090906",2013,9,"Summer","OTB",-82.621833,28.009216,7,7,5,7,7,66
"TBM2013090907",2013,9,"Summer","OTB",-82.6045,27.9799,2,6,0,1,3,24
"TBM2013090908",2013,9,"Summer","OTB",-82.577866,27.976833,2,7,2,1,10,44
"TBM2013091004",2013,9,"Summer","LTB",-82.6837,27.651083,6,2,10,8,7,66
"TBM2013091201",2013,9,"Summer","OTB",-82.6828,28.030483,5,8,8,4,10,70
"TBM2013091206",2013,9,"Summer","OTB",-82.709283,27.957983,6,6,2,5,10,58
"TBM2013091303",2013,9,"Summer","OTB",-82.591133,27.84895,3,1,0,1,7,24
"TBM2013091305",2013,9,"Summer","MTB",-82.610716,27.843566,3,4,2,3,7,38
"TBM2013091403",2013,9,"Summer","HB",-82.402433,27.863883,9,10,10,7,10,92
"TBM2013091404",2013,9,"Summer","HB",-82.407166,27.889083,9,3,8,10,10,80
"TBM2013091405",2013,9,"Summer","HB",-82.390883,27.946466,3,6,0,3,7,38
"TBM2013091407",2013,9,"Summer","HB",-82.41715,27.9506,5,1,5,5,7,46
"TBM2013091408",2013,9,"Summer","HB",-82.41505,27.950866,5,4,8,5,10,64
"TBM2013100103",2013,10,"Fall","LTB",-82.600666,27.592983,4,7,5,4,8,56
"TBM2013100105",2013,10,"Fall","LTB",-82.5509,27.6502,7,6,2,6,8,58
"TBM2013100302",2013,10,"Fall","LTB",-82.612816,27.564983,4,7,0,3,8,44
"TBM2013100404",2013,10,"Fall","OTB",-82.711066,27.933866,4,3,5,4,10,52
"TBM2013100405",2013,10,"Fall","OTB",-82.705933,27.927233,7,1,5,4,10,54
"TBM2013100406",2013,10,"Fall","OTB",-82.667333,27.913166,1,2,0,1,3,14
"TBM2013100407",2013,10,"Fall","OTB",-82.6229,27.8858,3,3,0,2,3,22
"TBM2013100408",2013,10,"Fall","OTB",-82.61185,27.885483,5,0,8,4,10,54
"TBM2013100409",2013,10,"Fall","OTB",-82.5372,27.8732,0,0,0,0,0,0
"TBM2013100502",2013,10,"Fall","HB",-82.395083,27.8457,8,10,8,7,10,86
"TBM2013100503",2013,10,"Fall","HB",-82.39545,27.814683,4,6,5,3,10,56
"TBM2013100505",2013,10,"Fall","HB",-82.488533,27.86665,9,6,8,9,10,84
"TBM2013100801",2013,10,"Fall","MTB",-82.4755,27.747116,3,6,2,4,7,44
"TBM2013100802",2013,10,"Fall","MTB",-82.463383,27.750966,9,10,10,10,7,92
"TBM2013100803",2013,10,"Fall","MTB",-82.451383,27.759283,4,7,5,5,3,48
"TBM2013100804",2013,10,"Fall","MTB",-82.446816,27.761783,4,5,5,4,7,50
"TBM2013100805",2013,10,"Fall","HB",-82.440533,27.823483,2,5,2,2,5,32
"TBM2013100809",2013,10,"Fall","MTB",-82.49435,27.723766,0,0,0,1,0,2
"TBM2013100901",2013,10,"Fall","MTB",-82.63795,27.70355,6,3,2,5,10,52
"TBM2013100907",2013,10,"Fall","LTB",-82.672883,27.661083,5,4,0,4,10,46
"TBM2013101101",2013,10,"Fall","MTB",-82.606633,27.842183,4,1,0,5,3,26
"TBM2013101102",2013,10,"Fall","MTB",-82.603216,27.838766,8,9,10,8,10,90
"TBM2013101104",2013,10,"Fall","MTB",-82.597883,27.812533,1,4,0,1,3,18
"TBM2013101108",2013,10,"Fall","MTB",-82.627666,27.7555,0,0,2,1,0,6
"TBM2013101204",2013,10,"Fall","OTB",-82.686333,27.988516,1,3,0,0,3,14
"TBM2013101205",2013,10,"Fall","OTB",-82.670683,28.031216,3,7,2,2,3,34
"TBM2013110105",2013,11,"Fall","MTB",-82.634733,27.709983,6,5,5,8,7,62
"TBM2013110501",2013,11,"Fall","HB",-82.487016,27.897133,2,6,2,2,8,40
"TBM2013110502",2013,11,"Fall","HB",-82.487983,27.867316,7,8,5,6,10,72
"TBM2013110504",2013,11,"Fall","HB",-82.433883,27.822383,0,0,0,0,0,0
"TBM2013110505",2013,11,"Fall","HB",-82.394266,27.843116,9,9,10,8,10,92
"TBM2013110506",2013,11,"Fall","HB",-82.42395,27.867633,2,6,2,2,5,34
"TBM2013110509",2013,11,"Fall","HB",-82.446583,27.937583,4,3,5,5,8,50
"TBM2013110601",2013,11,"Fall","OTB",-82.556783,27.93915,6,9,8,8,7,76
"TBM2013110602",2013,11,"Fall","OTB",-82.53865,27.90525,2,7,2,2,3,32
"TBM2013110605",2013,11,"Fall","OTB",-82.68835,27.922133,8,9,5,9,10,82
"TBM2013110606",2013,11,"Fall","OTB",-82.706266,27.957283,4,2,2,4,7,38
"TBM2013110608",2013,11,"Fall","OTB",-82.6102,27.978566,3,5,2,2,7,38
"TBM2013110609",2013,11,"Fall","OTB",-82.61005,27.980016,1,5,0,1,3,20
"TBM2013110704",2013,11,"Fall","OTB",-82.678833,27.9155,9,10,8,10,10,94
"TBM2013110802",2013,11,"Fall","MTB",-82.547333,27.665683,0,0,0,0,0,0
"TBM2013110804",2013,11,"Fall","LTB",-82.566633,27.606683,6,4,5,6,8,58
"TBM2013110805",2013,11,"Fall","LTB",-82.574233,27.610283,4,10,2,4,8,56
"TBM2013110806",2013,11,"Fall","LTB",-82.556066,27.652066,3,6,0,4,8,42
"TBM2013110902",2013,11,"Fall","LTB",-82.72665,27.615766,5,10,5,4,8,64
"TBM2013111201",2013,11,"Fall","MTB",-82.6053,27.80055,3,1,0,4,7,30
"TBM2013111202",2013,11,"Fall","MTB",-82.599083,27.79715,1,3,0,2,3,18
"TBM2013111206",2013,11,"Fall","MTB",-82.6051,27.825066,3,2,0,3,3,22
"TBM2013111207",2013,11,"Fall","MTB",-82.607666,27.8306,0,0,0,1,0,2
"TBM2013111208",2013,11,"Fall","MTB",-82.6167,27.819116,0,0,0,0,0,0
"TBM2013111301",2013,11,"Fall","HB",-82.486433,27.867033,3,7,8,3,8,58
"TBM2013111303",2013,11,"Fall","HB",-82.439283,27.839483,6,9,2,6,8,62
"TBM2013111305",2013,11,"Fall","MTB",-82.423533,27.787866,4,8,5,3,10,60
"TBM2013120102",2013,12,"Winter","LTB",-82.554766,27.6491,4,8,0,4,8,48
"TBM2013120103",2013,12,"Winter","LTB",-82.554283,27.6457,2,5,3,2,5,34
"TBM2013120201",2013,12,"Winter","MTB",-82.488316,27.822533,10,6,7,10,10,86
"TBM2013120202",2013,12,"Winter","OTB",-82.540866,27.8359,2,6,0,3,2,26
"TBM2013120205",2013,12,"Winter","MTB",-82.580966,27.83015,4,8,3,4,8,54
"TBM2013120206",2013,12,"Winter","MTB",-82.607283,27.827,3,6,0,1,5,30
"TBM2013120302",2013,12,"Winter","OTB",-82.637883,27.9047,10,4,7,10,10,82
"TBM2013120306",2013,12,"Winter","OTB",-82.70645,27.959366,7,9,3,7,8,68
"TBM2013120401",2013,12,"Winter","LTB",-82.642816,27.524883,4,7,0,2,8,42
"TBM2013120403",2013,12,"Winter","LTB",-82.728683,27.531683,4,8,7,4,8,62
"TBM2013120405",2013,12,"Winter","LTB",-82.7045,27.501,8,10,3,8,10,78
"TBM2013120408",2013,12,"Winter","LTB",-82.591083,27.573333,4,1,0,3,8,32
"TBM2013120501",2013,12,"Winter","MTB",-82.631716,27.719716,10,3,7,10,8,76
"TBM2013120502",2013,12,"Winter","MTB",-82.622516,27.702783,2,4,0,1,5,24
"TBM2013120503",2013,12,"Winter","LTB",-82.6707,27.658133,1,0,0,1,2,8
"TBM2013120704",2013,12,"Winter","MTB",-82.47845,27.726183,6,10,3,6,8,66
"TBM2013120705",2013,12,"Winter","MTB",-82.473766,27.735516,9,5,7,8,10,78
"TBM2013120901",2013,12,"Winter","HB",-82.403416,27.8436,1,0,3,1,2,14
"TBM2013120902",2013,12,"Winter","HB",-82.395033,27.816583,4,8,3,3,10,56
"TBM2013120906",2013,12,"Winter","HB",-82.43695,27.87565,7,10,10,7,8,84
"TBM2013120907",2013,12,"Winter","HB",-82.424383,27.8671,4,7,0,4,5,40
"TBM2013120908",2013,12,"Winter","HB",-82.3897,27.947083,9,8,7,8,8,80
"TBM2013120909",2013,12,"Winter","HB",-82.44615,27.9395,3,4,0,2,5,28
"TBM2013121001",2013,12,"Winter","OTB",-82.649866,27.91785,4,9,3,5,5,52
"TBM2013121003",2013,12,"Winter","OTB",-82.7095,27.930816,6,10,7,7,8,76
"TBM2013121004",2013,12,"Winter","OTB",-82.714266,27.93215,2,6,0,3,2,26
"TBM2013121005",2013,12,"Winter","OTB",-82.63705,27.968766,1,0,3,1,2,14
"TBM2013121008",2013,12,"Winter","OTB",-82.531516,27.904283,10,10,3,10,8,82
"TBM2013121102",2013,12,"Winter","MTB",-82.59935,27.796283,4,6,0,4,8,44
"TBM2014010201",2014,1,"Winter","MTB",-82.515083,27.6769,3,5,0,3,5,32
"TBM2014010204",2014,1,"Winter","MTB",-82.518983,27.677633,10,10,10,10,8,96
"TBM2014010501",2014,1,"Winter","MTB",-82.6088,27.8065,6,7,3,6,8,60
"TBM2014010502",2014,1,"Winter","MTB",-82.61755,27.80265,1,0,0,1,2,8
"TBM2014010505",2014,1,"Winter","MTB",-82.604616,27.838766,10,10,7,10,10,94
"TBM2014010507",2014,1,"Winter","OTB",-82.54485,27.842766,4,7,0,5,8,48
"TBM2014010601",2014,1,"Winter","HB",-82.44535,27.913133,2,4,0,2,2,20
"TBM2014010603",2014,1,"Winter","HB",-82.424083,27.86735,3,6,3,3,8,46
"TBM2014010607",2014,1,"Winter","MTB",-82.444016,27.8054,1,0,3,1,2,14
"TBM2014010701",2014,1,"Winter","OTB",-82.639316,28.00575,4,8,7,5,5,58
"TBM2014010702",2014,1,"Winter","OTB",-82.684883,27.989983,2,5,0,3,2,24
"TBM2014010703",2014,1,"Winter","OTB",-82.69665,27.9537,0,0,0,0,0,0
"TBM2014010705",2014,1,"Winter","OTB",-82.6731,27.922016,1,0,3,1,2,14
"TBM2014010706",2014,1,"Winter","OTB",-82.62835,27.899166,6,4,0,7,8,50
"TBM2014010708",2014,1,"Winter","OTB",-82.620933,27.861033,1,0,0,0,2,6
"TBM2014010802",2014,1,"Winter","HB",-82.475366,27.92975,10,6,10,10,10,92
"TBM2014010803",2014,1,"Winter","HB",-82.481416,27.881033,9,10,10,8,8,90
"TBM2014010804",2014,1,"Winter","HB",-82.485183,27.87595,3,4,7,2,5,42
"TBM2014010805",2014,1,"Winter","HB",-82.48835,27.865333,4,3,10,2,5,48
"TBM2014010806",2014,1,"Winter","MTB",-82.495216,27.720666,5,8,3,5,5,52
"TBM2014010808",2014,1,"Winter","MTB",-82.46935,27.754116,5,10,10,4,8,74
"TBM2014010902",2014,1,"Winter","OTB",-82.531083,27.92825,8,7,3,9,8,70
"TBM2014010903",2014,1,"Winter","OTB",-82.532283,27.8974,10,8,7,9,8,84
"TBM2014011108",2014,1,"Winter","MTB",-82.628333,27.7563,5,8,7,5,5,60
"TBM2014020202",2014,2,"Winter","LTB",-82.652233,27.537066,2,3,0,2,5,24
"TBM2014020206",2014,2,"Winter","LTB",-82.709383,27.514,9,5,3,9,10,72
"TBM2014020208",2014,2,"Winter","LTB",-82.68315,27.517516,8,2,3,8,10,62
"TBM2014020301",2014,2,"Winter","OTB",-82.680466,27.998233,8,7,7,7,8,74
"TBM2014020302",2014,2,"Winter","OTB",-82.64385,28.006483,1,0,0,1,2,8
"TBM2014020303",2014,2,"Winter","OTB",-82.62465,28.0093,5,3,0,5,8,42
"TBM2014020306",2014,2,"Winter","OTB",-82.7001,27.924,0,0,0,0,0,0
"TBM2014020308",2014,2,"Winter","OTB",-82.6903,27.967616,2,2,3,2,5,28
"TBM2014020401",2014,2,"Winter","MTB",-82.604966,27.826616,4,7,3,4,5,46
"TBM2014020402",2014,2,"Winter","MTB",-82.597233,27.826,5,7,7,5,5,58
"TBM2014020403",2014,2,"Winter","MTB",-82.620933,27.790383,6,4,3,5,8,52
"TBM2014020501",2014,2,"Winter","HB",-82.480633,27.885866,1,0,0,1,2,8
"TBM2014020502",2014,2,"Winter","HB",-82.48525,27.874583,7,7,3,8,8,66
"TBM2014020507",2014,2,"Winter","HB",-82.446183,27.911633,4,8,7,4,8,62
"TBM2014020701",2014,2,"Winter","HB",-82.430466,27.86335,3,6,10,3,5,54
"TBM2014020702",2014,2,"Winter","HB",-82.438016,27.867916,1,0,3,1,2,14
"TBM2014020706",2014,2,"Winter","HB",-82.413833,27.9407,3,6,0,3,5,34
"TBM2014020707",2014,2,"Winter","HB",-82.414683,27.929366,2,4,0,2,2,20
"TBM2014020709",2014,2,"Winter","HB",-82.3958,27.82515,4,6,3,4,5,44
"TBM2014020805",2014,2,"Winter","LTB",-82.604866,27.5888,1,0,3,1,2,14
"TBM2014020806",2014,2,"Winter","MTB",-82.5384,27.66995,2,4,7,2,2,34
"TBM2014020807",2014,2,"Winter","MTB",-82.539416,27.6779,3,2,0,3,5,26
"TBM2014020907",2014,2,"Winter","LTB",-82.64475,27.689866,1,0,0,1,2,8
"TBM2014021004",2014,2,"Winter","MTB",-82.4825,27.709933,8,2,7,8,8,66
"TBM2014021102",2014,2,"Winter","OTB",-82.562933,27.832333,1,0,0,1,2,8
"TBM2014021103",2014,2,"Winter","OTB",-82.591583,27.862766,2,3,3,1,5,28
"TBM2014021106",2014,2,"Winter","OTB",-82.558183,27.938516,4,2,3,5,5,38
"TBM2014021107",2014,2,"Winter","OTB",-82.533316,27.937433,2,4,0,2,2,20
"TBM2014030101",2014,3,"Winter","OTB",-82.548816,27.96175,10,7,10,10,8,90
"TBM2014030203",2014,3,"Winter","LTB",-82.61645,27.58575,6,8,7,6,8,70
"TBM2014030204",2014,3,"Winter","LTB",-82.650383,27.5377,2,2,3,2,2,22
"TBM2014030302",2014,3,"Winter","LTB",-82.6749,27.650733,3,4,7,2,5,42
"TBM2014030601",2014,3,"Winter","HB",-82.433333,27.940016,2,4,0,2,5,26
"TBM2014030602",2014,3,"Winter","HB",-82.4198,27.842916,5,9,3,6,5,56
"TBM2014030604",2014,3,"Winter","HB",-82.44035,27.837533,5,9,10,4,8,72
"TBM2014030605",2014,3,"Winter","HB",-82.403233,27.8148,2,4,7,2,2,34
"TBM2014030804",2014,3,"Winter","MTB",-82.511083,27.827066,4,2,3,4,5,36
"TBM2014030805",2014,3,"Winter","MTB",-82.616916,27.8425,4,8,0,4,2,36
"TBM2014030901",2014,3,"Winter","MTB",-82.62215,27.786166,2,4,3,2,5,32
"TBM2014030902",2014,3,"Winter","MTB",-82.603616,27.802233,10,4,10,10,8,84
"TBM2014030903",2014,3,"Winter","MTB",-82.6034,27.80335,3,6,3,3,8,46
"TBM2014030904",2014,3,"Winter","OTB",-82.583183,27.835266,5,3,0,6,8,44
"TBM2014030908",2014,3,"Winter","MTB",-82.629033,27.75585,4,8,10,3,8,66
"TBM2014031003",2014,3,"Winter","LTB",-82.5717,27.622983,2,1,0,2,5,20
"TBM2014031005",2014,3,"Winter","LTB",-82.550816,27.65065,4,8,7,4,5,56
"TBM2014031102",2014,3,"Winter","HB",-82.478766,27.855333,0,0,0,0,0,0
"TBM2014031103",2014,3,"Winter","HB",-82.47825,27.8535,10,5,10,10,10,90
"TBM2014031107",2014,3,"Winter","HB",-82.43525,27.775833,3,5,3,3,2,32
"TBM2014031108",2014,3,"Winter","MTB",-82.4435,27.806733,1,0,0,1,2,8
"TBM2014031203",2014,3,"Winter","OTB",-82.610366,27.970333,1,0,3,1,2,14
"TBM2014031205",2014,3,"Winter","OTB",-82.532633,27.9263,8,2,0,7,10,54
"TBM2014031302",2014,3,"Winter","OTB",-82.647716,27.922366,6,10,7,7,5,70
"TBM2014031304",2014,3,"Winter","OTB",-82.700233,27.92395,5,4,0,4,8,42
"TBM2014031306",2014,3,"Winter","OTB",-82.690483,28.028733,5,1,7,3,8,48
"TBM2014031307",2014,3,"Winter","OTB",-82.619833,28.008733,2,6,0,3,2,26
"TBM2014040101",2014,4,"Spring","OTB",-82.623083,27.860983,5,8,7,5,7,64
"TBM2014040103",2014,4,"Spring","OTB",-82.62715,27.891283,3,8,0,4,3,36
"TBM2014040104",2014,4,"Spring","OTB",-82.6279,27.89175,0,0,0,0,0,0
"TBM2014040105",2014,4,"Spring","OTB",-82.6275,27.90995,1,4,7,2,3,34
"TBM2014040107",2014,4,"Spring","OTB",-82.5626,27.93605,1,3,3,1,3,22
"TBM2014040109",2014,4,"Spring","OTB",-82.541183,27.88845,6,5,3,7,7,56
"TBM2014040110",2014,4,"Spring","OTB",-82.5374,27.881566,8,2,7,9,3,58
"TBM2014040205",2014,4,"Spring","LTB",-82.688266,27.517233,2,1,0,3,7,26
"TBM2014040206",2014,4,"Spring","LTB",-82.675833,27.518916,3,7,7,2,7,52
"TBM2014040208",2014,4,"Spring","LTB",-82.622016,27.562466,6,7,10,5,7,70
"TBM2014040403",2014,4,"Spring","LTB",-82.581966,27.594433,9,7,7,8,10,82
"TBM2014040501",2014,4,"Spring","MTB",-82.639116,27.734733,5,7,7,5,7,62
"TBM2014040504",2014,4,"Spring","LTB",-82.667516,27.6782,5,1,0,5,7,36
"TBM2014040701",2014,4,"Spring","LTB",-82.6748,27.650666,5,2,3,5,7,44
"TBM2014040802",2014,4,"Spring","HB",-82.4626,27.913816,1,0,0,1,2,8
"TBM2014040803",2014,4,"Spring","HB",-82.490066,27.91095,8,10,10,9,8,90
"TBM2014040804",2014,4,"Spring","HB",-82.4667,27.869233,0,0,0,0,0,0
"TBM2014040807",2014,4,"Spring","HB",-82.3887,27.856533,7,8,3,6,8,64
"TBM2014040808",2014,4,"Spring","HB",-82.433966,27.898833,2,4,0,2,5,26
"TBM2014040809",2014,4,"Spring","HB",-82.391583,27.946166,3,7,0,3,5,36
"TBM2014040810",2014,4,"Spring","HB",-82.41525,27.927166,3,6,0,3,5,34
"TBM2014040904",2014,4,"Spring","OTB",-82.686683,27.963083,0,0,3,1,0,8
"TBM2014040907",2014,4,"Spring","OTB",-82.701566,27.925916,1,4,0,2,3,20
"TBM2014041002",2014,4,"Spring","HB",-82.4103,27.811016,1,0,0,1,2,8
"TBM2014041003",2014,4,"Spring","MTB",-82.48535,27.742283,1,4,3,1,3,24
"TBM2014041104",2014,4,"Spring","OTB",-82.547833,27.845616,0,0,0,0,0,0
"TBM2014041201",2014,4,"Spring","MTB",-82.622633,27.784616,2,5,3,2,3,30
"TBM2014041203",2014,4,"Spring","MTB",-82.627716,27.7549,6,4,0,5,7,44
"TBM2014050204",2014,5,"Spring","LTB",-82.631833,27.5548,1,3,0,1,3,16
"TBM2014050501",2014,5,"Spring","MTB",-82.5192,27.6763,8,5,7,6,7,66
"TBM2014050502",2014,5,"Spring","MTB",-82.541866,27.671733,1,3,0,1,3,16
"TBM2014050503",2014,5,"Spring","MTB",-82.54775,27.656133,4,6,0,4,7,42
"TBM2014050506",2014,5,"Spring","MTB",-82.509816,27.698633,6,4,0,5,10,50
"TBM2014050508",2014,5,"Spring","MTB",-82.509316,27.712483,1,1,0,1,3,12
"TBM2014050601",2014,5,"Spring","MTB",-82.639316,27.702583,0,0,0,0,0,0
"TBM2014050602",2014,5,"Spring","MTB",-82.618733,27.712966,0,0,3,0,0,6
"TBM2014050703",2014,5,"Spring","LTB",-82.5616,27.6038,6,10,3,6,7,64
"TBM2014050805",2014,5,"Spring","OTB",-82.589316,27.834216,6,9,7,6,3,62
"TBM2014050901",2014,5,"Spring","OTB",-82.53195,27.8787,2,3,0,3,3,22
"TBM2014050902",2014,5,"Spring","OTB",-82.621166,27.85965,2,0,3,2,7,28
"TBM2014050903",2014,5,"Spring","OTB",-82.618583,27.881816,5,3,3,5,7,46
"TBM2014050904",2014,5,"Spring","OTB",-82.613716,27.884783,1,4,3,2,3,26
"TBM2014050905",2014,5,"Spring","OTB",-82.627633,27.888633,4,2,0,4,3,26
"TBM2014050908",2014,5,"Spring","OTB",-82.53375,27.92695,3,7,3,4,3,40
"TBM2014051101",2014,5,"Spring","HB",-82.39525,27.8148,3,8,3,4,5,46
"TBM2014051103",2014,5,"Spring","HB",-82.4053,27.820616,1,0,0,1,2,8
"TBM2014051104",2014,5,"Spring","HB",-82.41085,27.882383,3,8,7,4,5,54
